name,class,image_path,caption_en,split,philosophy_en,philosophy_core
tujuh_rupa9.jpg,tujuh_rupa,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tujuh_rupa9.jpg,"The batik fabric features the tujuh_rupa motif, characterized by a black background and vibrant motifs in shades of red, blue, yellow, orange, purple, and gold. The dominant motifs include stylized flowers and leaves, each intricately detailed with petal-like structures and swirling patterns. These floral elements are interspersed with smaller, more abstract ornaments resembling small dots and elongated shapes. The motifs repeat consistently throughout the fabric, arranged in a symmetrical pattern that creates a balanced and harmonious design. The spacing between the motifs varies slightly but maintains a uniform rhythm, ensuring a cohesive overall appearance.",train,"Traditionally, the Tujuh Rupa motif symbolizes eloquence, adaptability, and peaceful cultural diversity.","eloquence, adaptability, cultural openness, peaceful diversity"
singa_barong144.jpg,singa_barong,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/singa_barong144.jpg,"The batik fabric features the singa_barong motif, characterized by a black background and red, white, and orange motifs. The dominant motifs include stylized figures resembling mythical creatures, possibly dragons or phoenixes, depicted in dynamic poses with flowing tails and intricate patterns on their bodies. These figures are interspersed with smaller, more abstract designs such as swirling clouds and geometric shapes. The motifs are arranged in a scattered yet balanced manner across the fabric, creating a sense of movement and dynamism. Isen-isen elements, consisting of small dots and short lines, are used sparingly to enhance the texture and detail within the larger motifs.",train,"Traditionally, the Singa Barong motif symbolizes mythological power, elemental unity, and visionary leadership.","mythological power, elemental unity, visionary leadership, sacred authority"
sekarjagad15.jpg,sekarjagad,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/sekarjagad15.jpg,"The batik fabric features the sekarjagad motif, characterized by a brown background and red, gold, and green motifs. The dominant motifs include stylized flowers and leaves arranged in a repeating pattern across the fabric. These floral elements are interspersed with small, intricate designs resembling tiny dots and short lines, which add texture and detail to the overall composition. The motifs are evenly spaced and oriented in a symmetrical manner, creating a balanced and harmonious layout throughout the entire piece.",train,"Traditionally, the Sekarjagad motif symbolizes the beauty of diversity, universal harmony, and joyful coexistence.","beauty of diversity, universal harmony, radiance, coexistence"
mega_mendung83.jpg,mega_mendung,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/mega_mendung83.jpg,"The batik fabric features the mega_mendung motif, characterized by a gold background and blue motifs. The dominant motifs consist of swirling, cloud-like shapes with pointed ends, arranged in a repetitive pattern across the fabric. These motifs are evenly spaced and oriented in various directions, creating a dynamic yet balanced composition. There are no visible isen-isen elements such as small dots or short lines within the motifs themselves; instead, the focus remains on the continuous flow and variation of the swirling patterns against the contrasting gold backdrop.",train,"In Cirebonese court culture, the Mega Mendung motif represents composure, inner peace, and the grace of divine protection.","patience, emotional calm, spiritual serenity, divine protection"
srikaton149.jpg,srikaton,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/srikaton149.jpg,"The batik fabric features the srikaton motif, characterized by a dark blue background and vibrant red, green, yellow, and gold motifs. The dominant motifs include stylized flowers and leaves, with intricate curvilinear designs forming the petals and stems. These floral elements are interspersed with abstract ornamental patterns, creating a dynamic and balanced composition. The motifs appear to be arranged in a repeating pattern, with some overlapping slightly for depth and complexity. The overall layout suggests a symmetrical design, though individual sections may vary in detail due to the interplay between different motifs.",train,"Traditionally, the Srikaton motif symbolizes divine radiance, natural abundance, and resilient grace.","divine radiance, natural abundance, resilience, visible grace"
liong82.png,liong,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/liong82.png,"The batik fabric features the liong motif, characterized by a black background and red, yellow, white, and gold motifs. The dominant motifs include stylized dragons with flowing tails and intricate scales, depicted in dynamic poses against swirling clouds. These dragon figures are interspersed with small, evenly spaced white dots forming a subtle grid-like pattern throughout the fabric. The motifs appear to be arranged in a somewhat random yet balanced manner, with some overlapping slightly but generally maintaining a sense of harmony within the overall design.",train,"Traditionally, the Liong motif symbolizes divine power, protection, and enduring prosperity.","divine power, protection, prosperity, celestial benevolence"
tribusono14.jpg,tribusono,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono14.jpg,"The batik fabric features the tribusono motif, characterized by a deep blue background and vibrant orange, gold, and green motifs. The dominant motifs include stylized leaves and vines, arranged in a swirling pattern reminiscent of natural foliage. These motifs are interspersed with small, evenly distributed dots and short lines, creating a sense of texture and depth. The arrangement of these elements follows a symmetrical yet flowing design, with motifs repeating in a harmonious manner across the fabric. The overall layout emphasizes movement and fluidity, typical of the tribusono style.",train,"Traditionally, the Tribusono motif symbolizes regeneration, harmony, and the continuity of cultural values.","regeneration, harmony, cultural continuity, ecological awareness"
parang19.jpg,parang,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/parang19.jpg,"The batik fabric features the parang motif, characterized by a dark brown background and light beige motifs. The dominant motifs consist of elongated, wavy lines arranged diagonally across the fabric. These lines form a grid-like pattern, creating a sense of rhythm and movement. Small, short lines act as isen-isen elements, filling the spaces between the larger motifs and adding texture to the design. The motifs repeat consistently throughout the fabric, maintaining a symmetrical arrangement that enhances the overall harmony of the piece.",train,"In Javanese culture, the Parang motif represents determination, resilience, and steadfast commitment.","perseverance, courage, continuity, relentless self-improvement"
liong76.jpg,liong,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/liong76.jpg,"The batik fabric features the liong motif, characterized by a vibrant pink background and dynamic teal, orange, and white motifs. The dominant motifs include stylized dragon-like figures with flowing tails and intricate scales, arranged in a repeating pattern across the fabric. These motifs exhibit a mix of curved and angular lines, creating a sense of movement and energy. Small dots and short lines are interspersed between the larger motifs, adding texture and detail to the design. The motifs are oriented in various directions, contributing to a balanced yet lively composition. The overall layout appears symmetrical, with each section of the fabric mirroring the next, ensuring a harmonious and cohesive appearance throughout the entire piece.",train,"Traditionally, the Liong motif symbolizes divine power, protection, and enduring prosperity.","divine power, protection, prosperity, celestial benevolence"
jlamprang50.jpg,jlamprang,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/jlamprang50.jpg,"The batik fabric features the jlamprang motif, characterized by a golden background and red, green, blue, and yellow motifs. The dominant motifs consist of circular designs containing star-like patterns at their centers, surrounded by radiating lines forming a sunburst effect. These circles are interspersed with smaller, intricate geometric shapes such as triangles and squares within the larger circles. Small dots and short lines act as isen-isen elements, filling the spaces between the main motifs. The motifs are arranged symmetrically, creating a balanced pattern where each circle is repeated multiple times across the fabric, maintaining uniformity in size and placement.",train,"Traditionally, the Jlamprang motif symbolizes cosmic balance, spiritual order, and sacred connection with the divine.","cosmic balance, spiritual order, sacred connection, divine harmony"
dayak144.jpg,dayak,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/dayak144.jpg,"The batik fabric features the Dayak motif, characterized by a white background and vibrant red, yellow, blue, black, and orange motifs. The dominant motifs appear to be stylized octopus-like figures with intricate patterns on their bodies. These motifs are arranged in a repetitive pattern across the fabric, with each figure facing different directions, creating a dynamic and symmetrical design. Small dots and short lines are interspersed between the larger motifs, adding texture and detail to the overall composition.",train,"The philosophical meaning of the Dayak motif reflects courage, harmony with nature, and the protective strength of ancestral wisdom.","courage, harmony with nature, protection, ancestral strength"
parang149.jpg,parang,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/parang149.jpg,"The batik fabric features the parang motif, characterized by a white background and brown motifs. The dominant motifs include geometric shapes such as triangles and rectangles arranged in a repeating pattern. Small dots and short lines are interspersed between the larger motifs, adding texture and detail. The motifs are symmetrically placed, creating a balanced and orderly layout across the fabric.",train,"Traditionally, the Parang motif symbolizes perseverance, courage, and continuity in life.","perseverance, courage, continuity, relentless self-improvement"
singa_barong108.jpg,singa_barong,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/singa_barong108.jpg,"The batik fabric features the singa_barong motif, characterized by a black background and orange, white, and brown motifs. The dominant motifs include stylized barongs (mythical creatures), depicted with flowing, dynamic lines and intricate patterns on their bodies. These barongs are surrounded by swirling clouds and other ornamental designs, creating a sense of movement and energy. Small white dots and short lines are interspersed throughout the design, adding texture and detail. The motifs are arranged symmetrically around the central figure of the barong, with repeated patterns forming a cohesive and balanced composition across the fabric.",train,"In Cirebonese court culture, the Singa Barong motif represents sacred authority, the harmony of natural forces, and complete sovereignty.","mythological power, elemental unity, visionary leadership, sacred authority"
sidomulyo37.jpg,sidomulyo,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/sidomulyo37.jpg,"The batik fabric features the sidomulyo motif, characterized by a light beige background and dark brown motifs. The dominant motifs include stylized floral elements with intricate petal-like shapes and central buds, interspersed with small, symmetrical leaf-like appendages. These floral elements are arranged in a repeating pattern across the fabric, creating a harmonious grid-like structure. The motifs are evenly spaced and oriented consistently within each square section of the design, emphasizing symmetry and balance. Small black dots, known as isen-isens, are scattered throughout the design, adding texture and detail to the overall pattern.",train,"Traditionally, the Sidomulyo motif symbolizes glory, enduring honour, and a life of inner mastery.","glory, enduring honour, inner mastery, dignified life"
bokor_kencono99.jpg,bokor_kencono,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/bokor_kencono99.jpg,"The batik fabric features the bokor_kencono motif, characterized by a dark blue background and gold motifs. The dominant motifs include teardrop-shaped elements with intricate floral and geometric patterns at their centers, surrounded by smaller ornamental designs. These motifs repeat consistently across the fabric, arranged in a symmetrical pattern with equal spacing between them. The small dots and short lines within each motif add texture and detail, enhancing the overall complexity of the design.",train,"In Javanese culture, the Bokor Kencono motif represents noble character, inner wisdom, and commanding dignity.","dignity, wisdom, authority, noble character"
tuntrum19.jpg,tuntrum,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tuntrum19.jpg,"The batik fabric features the tuntrum motif, characterized by a dark brown background and small, intricate floral elements in shades of red, white, and black. The motifs consist of delicate, symmetrical flower-like shapes arranged densely across the fabric. Small dots and short lines act as isen-isen elements, adding texture and detail between the main motifs. These elements are evenly distributed, creating a uniform pattern throughout the entire piece. The motifs repeat consistently in a grid-like fashion, maintaining a balanced and harmonious layout.",train,"In Surakarta royal tradition, the Truntum motif represents unconditional love, the rekindling of affection, and parental guidance.","sincere love, devotion, renewal of affection, patience"
tujuh_rupa139.jpg,tujuh_rupa,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tujuh_rupa139.jpg,"The batik fabric features the tujuh_rupa motif, characterized by a black background and vibrant motifs in shades of red, blue, purple, gold, and turquoise. The dominant motifs include stylized flowers and leaves, each intricately detailed with small dots and short lines forming their petals and edges. These motifs are arranged symmetrically across the fabric, repeating in a grid-like pattern with varying orientations to create a dynamic yet balanced design. The overall layout emphasizes the contrast between the dark background and the colorful, intricate patterns, enhancing the visual appeal of the batik.",train,"In Pekalongan's coastal tradition, the Tujuh Rupa motif represents openness to the world, graceful adaptability, and harmony across cultures.","eloquence, adaptability, cultural openness, peaceful diversity"
parang118.jpg,parang,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/parang118.jpg,"The batik fabric features the parang motif, characterized by a brown background and white motifs. The dominant motifs consist of stylized leaves and abstract ornaments arranged diagonally across the fabric. Small dots and short lines act as isen-isen elements, filling gaps between larger motifs. These elements repeat consistently throughout the design, creating a balanced and symmetrical pattern. The motifs are evenly spaced and oriented in alternating directions, forming a structured grid-like arrangement that enhances the overall aesthetic appeal of the batik.",train,"Traditionally, the Parang motif symbolizes perseverance, courage, and continuity in life.","perseverance, courage, continuity, relentless self-improvement"
tribusono88.jpg,tribusono,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono88.jpg,"The batik fabric features the tribusono motif, characterized by a dark blue background and vibrant orange, red, and blue motifs. The dominant motifs include stylized leaves and floral elements, which are intricately woven together. These motifs exhibit a mix of curved lines and abstract forms, creating a dynamic and lively pattern. Small dots and short lines are interspersed throughout the design, adding texture and depth to the overall appearance. The motifs are arranged in a repetitive yet varied manner, with some overlapping and others spaced apart, ensuring a balanced and harmonious composition across the fabric.",train,"In Surakarta batik tradition, the Tribusono motif represents the balance of physical, social, and spiritual dimensions of life.","regeneration, harmony, cultural continuity, ecological awareness"
tujuh_rupa60.jpg,tujuh_rupa,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tujuh_rupa60.jpg,"The batik fabric features the tujuh_rupa motif, characterized by a black background and vibrant motifs in shades of blue, green, pink, and beige. The dominant motifs include stylized flowers and leaves, with some featuring intricate petal-like structures and others resembling abstract organic forms. Small dots and short lines are interspersed throughout the design, adding texture and detail. The motifs are arranged in a scattered yet balanced manner, with no strict symmetry but rather a fluid distribution across the fabric. The overall layout suggests a dynamic interplay between the various elements, creating a visually engaging pattern.",train,"Traditionally, the Tujuh Rupa motif symbolizes eloquence, adaptability, and peaceful cultural diversity.","eloquence, adaptability, cultural openness, peaceful diversity"
srikaton80.jpg,srikaton,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/srikaton80.jpg,"The batik fabric features the srikaton motif, characterized by a dark brown background and gold motifs. The dominant motifs include stylized leaves and flowers, arranged in a repeating pattern across the fabric. These motifs are intricately detailed with small dots and short lines filling the spaces between them, adding depth and texture to the design. The motifs are oriented in various directions but maintain a sense of balance within each repeat unit. The overall layout follows a symmetrical structure, ensuring a harmonious and visually pleasing arrangement throughout the entire piece.",train,"In Javanese tradition, the Srikaton motif represents visible grace, the flourishing of nature, and the strength to overcome adversity.","divine radiance, natural abundance, resilience, visible grace"
dayak120.jpg,dayak,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/dayak120.jpg,"The batik fabric features the Dayak motif, characterized by a dark brown background and white motifs. The dominant motifs appear to be stylized octopus-like figures with multiple tentacles extending outward from their central bodies. These motifs are interspersed with smaller, less defined shapes that resemble small dots or abstract ornaments. The motifs are arranged diagonally across the fabric, creating a dynamic pattern where they overlap and repeat at regular intervals. The overall design exhibits a sense of movement and fluidity, typical of traditional Dayak batik patterns.",train,"In Dayak culture, the Dayak motif represents bravery, reverence for nature, and the leadership that shelters the community.","courage, harmony with nature, protection, ancestral strength"
dayak68.jpg,dayak,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/dayak68.jpg,"The batik fabric features the Dayak motif, characterized by a red background and beige, black, and dark green motifs. The dominant motifs include stylized, abstract forms resembling leaves or organic shapes, arranged in a repeating pattern across the fabric. These motifs are interspersed with small, evenly spaced dots and short lines, known as isen-isen elements, which add texture and detail to the design. The motifs are symmetrically placed, creating a balanced and harmonious layout throughout the fabric.",train,"The philosophical meaning of the Dayak motif reflects courage, harmony with nature, and the protective strength of ancestral wisdom.","courage, harmony with nature, protection, ancestral strength"
sekarjagad69.jpg,sekarjagad,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/sekarjagad69.jpg,"The batik fabric features the sekarjagad motif, characterized by a dark purple background and pink and white motifs. The dominant motifs include stylized flowers, leaves, and geometric patterns such as squares and circles. Floral elements are intricately detailed with petal-like shapes and central buds, while geometric forms include checkered squares and circular designs filled with smaller dots. Isen-isen elements consist of small dots and short lines, adding texture and detail to the overall design. Motifs are arranged in a repetitive pattern across the fabric, creating a balanced and symmetrical layout. The orientation varies slightly between motifs but generally follows a horizontal alignment, enhancing the visual flow of the design.",train,"Traditionally, the Sekarjagad motif symbolizes the beauty of diversity, universal harmony, and joyful coexistence.","beauty of diversity, universal harmony, radiance, coexistence"
parang91.jpg,parang,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/parang91.jpg,"The batik fabric features the parang motif, characterized by a beige background and dark blue motifs. The dominant motifs consist of intricate, swirling patterns resembling leaves or vines, arranged in parallel rows. These motifs are connected by small, repeating elements that form a continuous line along each row. The arrangement shows a symmetrical pattern where the motifs repeat consistently across the fabric, creating a harmonious and balanced design.",train,"Traditionally, the Parang motif symbolizes perseverance, courage, and continuity in life.","perseverance, courage, continuity, relentless self-improvement"
jlamprang43.png,jlamprang,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/jlamprang43.png,"The batik fabric features the jlamprang motif, characterized by a white background and red, green, blue, and black motifs. The dominant motifs include circular patterns with radiating lines and geometric shapes within them. Small dots and short lines act as isen-isen elements, adding detail to the larger designs. These motifs are arranged symmetrically around the central red circle, creating a balanced and repetitive pattern throughout the fabric.",train,"The philosophical meaning of the Jlamprang motif reflects cosmic balance, spiritual order, and sacred connection with the divine.","cosmic balance, spiritual order, sacred connection, divine harmony"
mega_mendung64.jpg,mega_mendung,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/mega_mendung64.jpg,"The batik fabric features the mega_mendung motif, characterized by a vibrant red background and swirling blue and white motifs. The dominant motifs consist of stylized cloud-like shapes with intricate curvilinear patterns, arranged in a repetitive grid-like pattern across the fabric. These motifs are evenly spaced and oriented consistently throughout the design, creating a sense of harmony and balance. There are no visible isen-isen elements such as small dots or short lines within the motifs themselves; instead, the focus remains on the bold contrast between the deep red backdrop and the dynamic blue and white swirls.",train,"The philosophical meaning of the Mega Mendung motif reflects patience, emotional calm, and spiritual serenity.","patience, emotional calm, spiritual serenity, divine protection"
dayak110.jpg,dayak,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/dayak110.jpg,"The batik fabric features the Dayak motif, characterized by a dark brown background and white motifs. The dominant motifs appear to be abstract, organic shapes resembling leaves or floral elements, with some featuring small red accents. These motifs are interspersed with smaller, intricate designs such as small dots and short lines, which act as isen-isen elements, adding texture and detail to the overall pattern. The motifs are arranged in a scattered yet repetitive manner across the fabric, creating a dynamic and visually engaging composition. There is no evident symmetry in the layout, suggesting a more naturalistic and free-form design typical of traditional Dayak batiks.",train,"Traditionally, the Dayak motif symbolizes courage, harmony with nature, and protective ancestral strength.","courage, harmony with nature, protection, ancestral strength"
tuntrum133.jpg,tuntrum,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tuntrum133.jpg,"The batik fabric features the tuntrum motif, characterized by a dark brown background and white motifs. The dominant motifs consist of small, symmetrical star-like shapes arranged in a grid pattern. These stars have a central dot surrounded by smaller dots forming a cross shape within each star. The motifs repeat consistently across the fabric, creating a uniform and intricate design. There are no visible isen-isen elements such as small dots or short lines filling the spaces between the main motifs. The overall arrangement shows a high degree of symmetry, with the motifs aligned perfectly in rows and columns, emphasizing the structured nature of the tuntrum motif.",train,"In Surakarta royal tradition, the Truntum motif represents unconditional love, the rekindling of affection, and parental guidance.","sincere love, devotion, renewal of affection, patience"
sekarjagad108.jpg,sekarjagad,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/sekarjagad108.jpg,"The batik fabric features the sekarjagad motif, characterized by a black background and red and gray motifs. The dominant motifs consist of diamond-shaped patterns arranged in a grid-like fashion. Each diamond contains smaller intricate designs resembling leaves or petals, predominantly in shades of red and gray. Small white dots are interspersed within these diamonds, adding texture and detail. The motifs repeat consistently across the fabric, maintaining a symmetrical pattern both horizontally and vertically.",train,"In Javanese culture, the Sekarjagad motif represents the celebration of diversity, universal harmony, and the wish to radiate goodness.","beauty of diversity, universal harmony, radiance, coexistence"
srikaton145.jpg,srikaton,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/srikaton145.jpg,"The batik fabric features the srikaton motif, characterized by a black background and white motifs. The dominant motifs include intricate floral elements such as petals, leaves, and buds, along with abstract ornamentation resembling paisley patterns. These motifs are interspersed with small dots and short lines, known as isen-isen, which add texture and detail to the design. The motifs repeat consistently throughout the fabric, arranged in a symmetrical pattern with a central focus on larger floral clusters surrounded by smaller decorative elements. The overall layout follows a structured grid-like arrangement, ensuring uniformity and balance within each section of the batik.",train,"In Javanese tradition, the Srikaton motif represents visible grace, the flourishing of nature, and the strength to overcome adversity.","divine radiance, natural abundance, resilience, visible grace"
tujuh_rupa83.jpg,tujuh_rupa,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tujuh_rupa83.jpg,"The batik fabric features the tujuh_rupa motif, characterized by a black background and vibrant motifs in shades of red, blue, green, purple, and gold. The dominant motifs include stylized flowers and leaves, each intricately detailed with small dots and short lines forming their petals and edges. These floral elements are arranged in a repeating pattern across the fabric, creating a symmetrical design where each motif faces outward from the center, radiating outwards. The spacing between the motifs varies slightly but maintains a balanced rhythm throughout the piece.",train,"In Pekalongan's coastal tradition, the Tujuh Rupa motif represents openness to the world, graceful adaptability, and harmony across cultures.","eloquence, adaptability, cultural openness, peaceful diversity"
tribusono121.jpg,tribusono,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono121.jpg,"The batik fabric features the tribusono motif, characterized by a white background and gold and blue motifs. The dominant motifs include stylized flowers and swirling leaves, which are intricately intertwined. Small dots and short lines are interspersed throughout the design, adding texture and detail. These elements repeat consistently across the fabric, creating a harmonious pattern. The motifs are arranged symmetrically, with each section mirroring the next, forming a balanced and visually pleasing layout.",train,"The philosophical meaning of the Tribusono motif reflects regeneration, cultural harmony, and ecological awareness.","regeneration, harmony, cultural continuity, ecological awareness"
singa_barong102.JPG,singa_barong,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/singa_barong102.JPG,"The batik fabric features the singa_barong motif, characterized by a white background and gold and black motifs. The dominant motifs include stylized lions (singa), mythical creatures resembling barongs, and intricate floral patterns. The lions are depicted in dynamic poses, often with their mouths open, while the barongs are shown in various dynamic stances. Floral elements, such as lotus blossoms and leaves, are interspersed throughout the design, adding complexity and vibrancy. Small dots and short lines are used as isen-isen elements, enhancing the texture and detail of the motifs. The motifs are arranged in a repetitive pattern across the fabric, creating a balanced and harmonious composition. The overall layout follows a symmetrical structure, with each section containing similar elements but varying slightly in detail, ensuring a cohesive yet varied appearance.",train,"The philosophical meaning of the Singa Barong motif reflects mythological power, elemental unity, and visionary leadership.","mythological power, elemental unity, visionary leadership, sacred authority"
sidomulyo23.jpg,sidomulyo,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/sidomulyo23.jpg,"The batik fabric features the sidomulyo motif, characterized by a white background and black motifs. The dominant motifs include stylized leaves and flowers arranged within square frames. These squares are interspersed with smaller decorative elements such as small dots and short lines, which act as fillers between the larger motifs. The motifs repeat consistently throughout the fabric, creating a symmetrical pattern where each square frame contains identical designs. The overall layout follows a grid-like structure, ensuring uniformity and balance across the entire piece.",train,"The philosophical meaning of the Sidomulyo motif reflects glory, enduring honour, and the pursuit of a dignified life.","glory, enduring honour, inner mastery, dignified life"
tuntrum86.jpg,tuntrum,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tuntrum86.jpg,"The batik fabric features the tuntrum motif, characterized by a dark blue background and red, white, and light blue motifs. The dominant motifs consist of star-like shapes with intricate internal patterns, resembling stylized flowers or geometric designs. These stars are arranged in a grid-like pattern across the fabric, creating a symmetrical and repetitive design. Small white dots are interspersed between the larger motifs, adding texture and detail to the overall composition. The motifs are evenly spaced and oriented uniformly, maintaining a consistent alignment throughout the fabric's surface.",train,"The philosophical meaning of the Truntum motif reflects sincere love, quiet devotion, and renewal of affection through patience.","sincere love, devotion, renewal of affection, patience"
parang1.jpg,parang,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/parang1.jpg,"The batik fabric features the parang motif, characterized by a black background and gold motifs. The dominant motifs consist of elongated, curved shapes resembling stylized leaves or hooks, arranged vertically and horizontally across the fabric. These motifs have a wavy line detail at their tips, adding texture and depth. There are no visible isen-isen elements such as small dots or short lines within these larger motifs. The arrangement shows a repetitive pattern where each motif aligns perfectly with those above and below it, creating a symmetrical and balanced design throughout the entire piece.",train,"Traditionally, the Parang motif symbolizes perseverance, courage, and continuity in life.","perseverance, courage, continuity, relentless self-improvement"
tribusono79.jpg,tribusono,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono79.jpg,"The batik fabric features the tribusono motif, characterized by a light blue background and vibrant red, yellow, green, and dark blue motifs. The dominant motifs include stylized flowers and leaves, arranged in a scattered yet harmonious pattern across the fabric. These floral elements vary slightly in shape but generally feature rounded petals and elongated leaves, creating a dynamic and lively appearance. There are no visible isen-isen elements such as small dots or short lines within the motifs themselves; instead, the focus remains on the bold and colorful floral designs. The motifs appear randomly distributed, ensuring a balanced and visually engaging composition throughout the entire piece.",train,"Traditionally, the Tribusono motif symbolizes regeneration, harmony, and the continuity of cultural values.","regeneration, harmony, cultural continuity, ecological awareness"
dayak123.jpg,dayak,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/dayak123.jpg,"The batik fabric features the Dayak motif, characterized by a deep blue background and intricate white and gold motifs. The dominant motifs include stylized floral elements and abstract ornaments, which are repeated throughout the fabric. These motifs are arranged in a symmetrical pattern, with some elements appearing larger and more prominent than others. The white and gold accents create a striking contrast against the blue background, enhancing the overall visual appeal of the design. There are no visible isen-isen elements in the provided image.",train,"In Dayak culture, the Dayak motif represents bravery, reverence for nature, and the leadership that shelters the community.","courage, harmony with nature, protection, ancestral strength"
parang59.jpg,parang,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/parang59.jpg,"The batik fabric features the parang motif, characterized by a dark brown background and white motifs. The dominant motifs consist of elongated, irregularly shaped ovals arranged diagonally across the fabric. These ovals vary slightly in size but maintain a consistent pattern throughout. Small, short lines, known as isen-isen, are interspersed between the larger motifs, adding texture and detail to the design. The motifs repeat consistently along both horizontal and vertical axes, creating a symmetrical and balanced layout.",train,"In Javanese culture, the Parang motif represents determination, resilience, and steadfast commitment.","perseverance, courage, continuity, relentless self-improvement"
parang44.jpg,parang,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/parang44.jpg,"The batik fabric features the parang motif, characterized by a beige background and brown motifs. The dominant motifs consist of elongated, wavy shapes resembling stylized leaves or branches, arranged diagonally across the fabric. These motifs repeat consistently throughout the design, creating a rhythmic pattern. Small, short lines, known as isen-isen, are interspersed between the larger motifs, adding texture and detail to the overall composition. The arrangement follows a symmetrical layout, with each diagonal row mirroring the one below it, ensuring balance and harmony in the design.",train,"Traditionally, the Parang motif symbolizes perseverance, courage, and continuity in life.","perseverance, courage, continuity, relentless self-improvement"
sidoluhur140.jpg,sidoluhur,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/sidoluhur140.jpg,"The batik fabric features the sidoluhur motif, characterized by a dark brown background and vibrant orange motifs. The dominant motifs include intricate floral elements such as leaves and petals, arranged in a symmetrical pattern. Small white dots and short lines act as isen-isen elements, adding texture and detail to the design. These motifs repeat consistently throughout the fabric, creating a harmonious and balanced layout. The overall arrangement showcases a mix of vertical and horizontal orientations, maintaining a sense of rhythm and flow across the entire piece.",train,"The philosophical meaning of the Sidoluhur motif reflects noble character, moral elevation, and the aspiration for dignified conduct.","noble character, moral elevation, dignity, exemplary conduct"
liong60.jpg,liong,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/liong60.jpg,"The batik fabric features the liong motif, characterized by a vibrant pink background and intricate orange, teal, and white motifs. The dominant motifs include swirling patterns resembling leaves or flowers, with prominent curving lines forming the main body of the design. Small dots and short lines act as isen-isen elements, adding texture and detail throughout the pattern. The motifs are arranged symmetrically, with repeated elements creating a balanced and harmonious layout across the fabric.",train,"In Sino-Javanese tradition, the Liong motif represents celestial strength, protection from misfortune, and the blessing of abundance.","divine power, protection, prosperity, celestial benevolence"
kawung10.jpg,kawung,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/kawung10.jpg,"The batik fabric features the kawung motif, characterized by a dark red background and white motifs. The dominant motifs consist of elongated ovals with small black dots at their centers, arranged in a repeating pattern. These oval shapes are interspersed with smaller, circular isen-isen elements, which appear as small white dots within the larger ovals. The motifs are laid out symmetrically, creating a balanced and harmonious design across the entire fabric. Each row of motifs aligns perfectly with those above and below it, ensuring uniformity and continuity throughout the piece.",train,"Traditionally, the Kawung motif symbolizes purity of heart, self-mastery, and the eternal cycle of human life.","purity of heart, self-mastery, life cycle, moral balance"
